lemma	form	stanza_ref	translator	reflected
Κύκλωψ	Κυκλώπων	IX.105–111	Жуковский	yes
Κύκλωψ	Κυκλώπων	IX.105–111	Вересаев	yes
Κύκλωψ	Κυκλώπων	IX.116–121	Жуковский	yes
Κύκλωψ	Κυκλώπων	IX.116–121	Вересаев	yes
ὑπερφίαλος	ὑπερφιάλων	IX.105–111	Жуковский	yes
ὑπερφίαλος	ὑπερφιάλων	IX.105–111	Вересаев	yes
ἀθέμιστος	ἀθεμίστων	IX.105–111	Жуковский	yes
ἀθέμιστος	ἀθεμίστων	IX.105–111	Вересаев	yes
πείθω	πεποιθότες	IX.105–111	Жуковский	yes
πείθω	πεποιθότες	IX.105–111	Вересаев	yes
φυτεύω	φυτεύουσιν	IX.105–111	Жуковский	yes
φυτεύω	φυτεύουσιν	IX.105–111	Вересаев	yes
χείρ	χερσὶν	IX.105–111	Жуковский	yes
χείρ	χερσὶν	IX.105–111	Вересаев	yes
φυτόν	φυτὸν	IX.105–111	Жуковский	no
φυτόν	φυτὸν	IX.105–111	Вересаев	yes
ἀρόω	ἀρόωσιν	IX.105–111	Жуковский	yes
ἀρόω	ἀρόωσιν	IX.105–111	Вересаев	yes
ἄσπαρτος	ἄσπαρτα	IX.105–111	Жуковский	yes
ἄσπαρτος	ἄσπαρτα	IX.105–111	Вересаев	yes
ἀνήροτος	ἀνήροτα	IX.105–111	Жуковский	yes
ἀνήροτος	ἀνήροτα	IX.105–111	Вересаев	yes
φύω	φύονται	IX.105–111	Жуковский	yes
φύω	φύονται	IX.105–111	Вересаев	yes
πυρός	πυροὶ	IX.105–111	Жуковский	no
πυρός	πυροὶ	IX.105–111	Вересаев	yes
κριθή	κριθαὶ	IX.105–111	Жуковский	yes
κριθή	κριθαὶ	IX.105–111	Вересаев	yes
ἄμπελος	ἄμπελοι	IX.105–111	Жуковский	yes
ἄμπελος	ἄμπελοι	IX.105–111	Вересаев	yes
ἐριστάφυλος	ἐριστάφυλον	IX.105–111	Жуковский	yes
ἐριστάφυλος	ἐριστάφυλον	IX.105–111	Вересаев	yes
ὄμβρος	ὄμβρος	IX.105–111	Жуковский	yes
ὄμβρος	ὄμβρος	IX.105–111	Вересаев	yes
ἀέξω	ἀέξει	IX.105–111	Жуковский	yes
ἀέξω	ἀέξει	IX.105–111	Вересаев	yes
ἀγορά	ἀγοραὶ	IX.112–115	Жуковский	yes
ἀγορά	ἀγοραὶ	IX.112–115	Вересаев	yes
βουληφόρος	βουληφόροι	IX.112–115	Жуковский	yes
βουληφόρος	βουληφόροι	IX.112–115	Вересаев	yes
θέμις	θέμιστες	IX.112–115	Жуковский	no
θέμις	θέμιστες	IX.112–115	Вересаев	no
ὑψηλός	ὑψηλῶν	IX.112–115	Жуковский	yes
ὑψηλός	ὑψηλῶν	IX.112–115	Вересаев	yes
ὄρος	ὀρέων	IX.112–115	Жуковский	yes
ὄρος	ὀρέων	IX.112–115	Вересаев	yes
ὄρος	ὀρέων	IX.116–121	Жуковский	yes
ὄρος	ὀρέων	IX.116–121	Вересаев	yes
ναίω	ναίουσι	IX.112–115	Жуковский	yes
ναίω	ναίουσι	IX.112–115	Вересаев	yes
